aquifer_code,aquifer_name,country_1,country_2,stratum,published_class,claim_tested,verdict,proposed_class,candidate_reclassification,gis_verdict,gis_acceptance,gis_side_tested,gis_feature,gis_dist_to_polygon_km,gis_dist_to_border_km,error_class,error_class_description,classF_published,classF_corrected,applied_to,applied_in_variant,evidence_tier,confidence,aquifer_specific_record,tier1_recitation,evidence,sources,notes
AS096,Shishhid River Aquifer,MNG,RUS,F: random probability sample (second tranche),IU0,"Neither MNG nor RUS has >1 ha of groundwater-irrigated cropland or >1 ha of urban-cluster land within 100 km of the shared border, over this aquifer.",CONTRADICTED_T2,IU1,yes,validated,accepted: feature strictly inside the polygon and band,MNG/RUS,"Tsagaannuur sum centre (Gurvansaikhan) (MNG, 51.3564,99.3444, +/-1km)",0.0,76.4,A,"excluded: definitional, settlement below the urban-cluster threshold",IU0,,,not applied: definitional (reported as sensitivity),2,medium,no,"attempted, unresolved","The Mongolian side of the Shishhid (Shishged) river aquifer is the Darkhad Depression, which contains permanent sum (district) centres, not just nomadic camps. Tsagaannuur sum, in the north-western Darkhad valley immediately south of the Russian (Tuva) border, had 1,317 residents at the 2000 Mongolian census, with a built sum centre (Gurvansaikhan) on the shore of Dood Tsagaan Lake, roughly 20-30 km from the border. Renchinlkhumbe and Ulaan-Uul sum centres lie in the same valley and band. A sum centre of that size covers well over 10 ha of built-up khashaa plots. No irrigation of any kind: the economy is pastoral (approx. 8,000 head of livestock in 2004) plus reindeer herding and commercial fishing.","[T2] Tsagaannuur, Khovsgol (sum), Wikipedia - population 1,317 (2000 Mongolian census), sum centre Gurvansaikhan on Dood Tsagaan Lake, north-western Darkhad valley, area 5,410 km2, pastoral economy https://en.wikipedia.org/wiki/Tsagaannuur,_Kh%C3%B6vsg%C3%B6l","Contradiction is on the URBAN limb for MNG only. Applying the ordered rule to the corrected numbers: IU0 fails (MNG now has >10 ha urban), but the Russian side - the uninhabited upper Kyzyl-Khem / Sayan headwaters in Tuva - still has neither cropland nor urban land, so the rule gives IU1, not UB. The underlying population figure is the Mongolian national census (Tier 1 if verified at source); I could only reach it through Wikipedia because the session's WebSearch budget was exhausted, so I have recorded it as Tier 2. Residual uncertainty: I could not verify that the Tsagaannuur sum centre falls inside the mapped 2,259,646 ha polygon rather than just inside the basin, though the Darkhad Depression alluvium is what the polygon must represent. No aquifer-specific hydrogeological record exists for the Shishhid system. [Tier 1 re-citation attempted and failed: Mongolian NSO soum-level population is only exposed through PxWeb table selectors (www2.1212.mn/tables.aspx?TBL_ID=DT_NSO_0300_004V1 and DT_NSO_0300_035V2) and the new data.nso.mn portal, neither of which returns data to a plain fetch; the Khovsgol aimag statistics office PDF on tuv.nso.mn was the only static candidate found. Left Tier 2 rather than spend further budget.]"
AS042,Kofarnihon Aquifer,TJK,UZB,F: random probability sample (second tranche),IU0,"Neither TJK nor UZB has >1 ha of groundwater-irrigated cropland or >1 ha of urban-cluster land within 100 km of the shared border, over this aquifer.",CONTRADICTED_T2,IU1,yes,rejected: feature outside the aquifer polygon,"not accepted: 90.9 km outside, beyond the tolerance of 10 km + 2 km",TJK/UZB,"Qubodiyon (TJK, 37.1167,68.0167, +/-10km)",90.9,88.9,G,"excluded: rejected, feature outside the polygon beyond its own uncertainty",,,,not applied: rejected,2,medium,no,"attempted, unresolved","The Kofarnihon (Kafirnigan) forms part of the Tajikistan-Uzbekistan border in its lowest reach before joining the Amu Darya, and the Tajik side of that reach is not empty: Qubodiyon, capital of Qubodiyon District, Khatlon Region, had an estimated population of 12,200 in January 2020 and lies in the lower Kofarnihon valley roughly 15-25 km east of the Uzbek border. A town of 12,000 covers far more than 10 ha of built-up land. Water source for local agriculture is surface (Kofarnihon and Amu Darya canal command), so this contradicts the urban limb only.","[T2] Qubodiyon, Wikipedia - population 12,200 (January 2020 estimate), capital of Qubodiyon District, Khatlon Region, Tajikistan https://en.wikipedia.org/wiki/Qabodiyon | [T2] Kofarnihon River, Wikipedia - 'forms the border between Tajikistan and Uzbekistan' in part of its course; enters the Amu Darya about 40 km west of the Vakhsh-Panj confluence https://en.wikipedia.org/wiki/Kafirnigan_River","Contradiction on the URBAN limb for TJK. Applying the rule with only this verified correction: IU0 fails, and the Uzbek side as recorded still has neither, so the rule gives IU1. CAVEAT the authors should weigh: the Uzbek right bank here (Angor and Jarqo'rg'on districts, Surxondaryo) is continuously settled irrigated cotton land, and if UZB also has >10 ha of urban land the rule would give UB instead of IU1. I could not name and source a specific Uzbek settlement inside the 31,100 ha polygon. Also note that an IU0 label - no cropland and no urban land within 100 km of the border - on a 311 km2 aquifer in the middle of one of Central Asia's most intensively irrigated and densely settled lowlands is prima facie implausible and deserves a look at the polygon geometry regardless of this verdict. The surrounding irrigation is surface-fed, so I make no groundwater-cropland claim. [Tier 1 re-citation attempted and failed: Not attempted: no guessable stat.tj URL exposes town/jamoat-level population (the Agency on Statistics publishes 'Chislennost naseleniya Respubliki Tadzhikistan' only as regional PDF/Excel releases with opaque paths), and a discovery search was not affordable within the shared web allowance. For a later pass: stat.tj annual 'Population of the Republic of Tajikistan as of 1 January' bulletin, Khatlon volume, Qubodiyon district table (shahraki Qubodiyon line).]"
EB027,Neretva,BIH,HRV,F: random probability sample (second tranche),UB,HRV has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,yes,,"The Croatian lower Neretva does carry intensive irrigated agriculture - the highest citrus production in Croatia plus winter and early-spring vegetables on reclaimed (meliorated) delta land - but the water source is the Neretva river and the delta's drainage/irrigation canal network, not groundwater. The delta's shallow and deep groundwater is itself salinised by seawater intrusion (salt water appears at Metkovic when river flow falls below 180 m3/s, and a second intrusion route runs through deep, heavily salinised groundwater layers), which is why groundwater is not used for irrigation there. Nothing found contradicting the <10 ha groundwater-irrigated cropland claim for Croatia.","[T1] Vranjes, M. & Ljubenkov, I. (2012). Numerical model of stratified flow - case study of the Neretva riverbed salination (2004). Journal of the Croatian Association of Civil Engineers, 64(2), 101-113. 10.14256/jce.639.2011 | [T1] Margeta, J. (2024). Historic Socio-Hydromorphology Co-Evolution in the Delta of Neretva. Applied Sciences, 14(15), 6477. 10.3390/app14156477 | [T1] Baric, A., Grbec, B., Bogner, D. (2008). Potential Implications of Sea-Level Rise for Croatia. Journal of Coastal Research, 242, 299-305 - 'Groundwater is not used as the main freshwater source for either water supply or agriculture' in Croatia. 10.2112/07a-0004.1","Near-miss the authors should be aware of: this is a genuinely intensively irrigated landscape (>70,000 inhabitants and Croatia's main citrus district in the delta plain, largest settlements Metkovic and Ploce), so a naive reading would flag it. The distinguishing fact is the water source - surface/canal, with the aquifer brackish. Baric et al. note that at some Croatian coastal locations groundwater is used locally for irrigation, but not specifically in the Neretva delta. The Bosnian side (gw1 = 12.7 ha, all within 10 km) was not the subject of the claim."
EB073,Stara Planina / Salasha Montana Aquifer,BGR,SRB,F: random probability sample (second tranche),UB,SRB has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,low,no,,"Searched for groundwater-irrigated cropland on the Serbian (Timok / Zajecar-Knjazevac) side of the Stara Planina-Salas-Montana karst aquifer and found nothing. Serbia irrigates a very small share of its arable land and almost none of it in the eastern Timok uplands; the karst groundwater of Stara Planina is used for municipal springs and small hydro, not for field irrigation.",[T1] No aquifer-specific source located; searches of the peer-reviewed literature for Stara Planina / Salas / Timok karst groundwater irrigation returned no matching study.,"NEAR-MISS worth recording: gw2_100km = 5.2 ha sits just under the 10 ha threshold, so this dyad's UB label is fragile to small changes in the groundwater-irrigation layer, independent of any external evidence. The Bulgarian side has 52.1 ha of groundwater-irrigated cropland but zero urban land recorded (ur1 = 0.0) over a 426,215 ha polygon, which is itself surprising for the Montana-Vidin lowland fringe - if the Bulgarian side does have >10 ha of urban land the dyad classification is unaffected (it is already UB via Serbia) but the input is still wrong. I did not have search budget left to pin down a named Bulgarian settlement inside the polygon."
EU073,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,AUT,HUN,F: random probability sample (second tranche),UB,HUN has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,low,no,,"Searched for groundwater-irrigated cropland on the Hungarian side of the Goricko / Mura-Zala (Radgona-Vas) / Kot aquifer complex and found none. Hungarian irrigation is overwhelmingly concentrated on the Great Plain; western Transdanubia (Vas and Zala counties, the Orseg and the Hungarian Mura-Zala margin) has negligible irrigated area, and the deep Mura-Zala basin groundwater there is thermal water abstracted for spas and district heating, not for field irrigation.",[T1] No aquifer-specific irrigation source located for the Hungarian side; searches of the peer-reviewed literature returned no groundwater-irrigation study for the Goricko / Mura-Zala / Kot aquifers on Hungarian territory.,"Note for the authors: the aquifer names in this row (Goricko, Radgona-Vas, Kot) are Slovenian units, and these bodies are usually described as AUT-HUN-SVN shared systems. Per second-wave guidance item 1 the 100 km band for the Hungarian segment may therefore be measured to the Slovenian rather than the Austrian boundary; that does not change the verdict because I found no groundwater-irrigated cropland on the Hungarian side against any of its boundaries. Thermal groundwater use (spas at Lenti, Zalakaros, Bukfurdo) is real but is not cropland irrigation and does not contradict the claim."
EU325,Sliv Ri?ane / Obmo?je Ri?ane,HRV,SVN,F: random probability sample (second tranche),IU0,"Neither HRV nor SVN has >1 ha of groundwater-irrigated cropland or >1 ha of urban-cluster land within 100 km of the shared border, over this aquifer.",CONTRADICTED_T1,IU1,yes,validated,accepted: feature strictly inside the polygon and band,HRV/SVN,"Dekani (SVN, 45.5411,13.8103, +/-1km); Crni Kal (SVN, 45.5333,13.8833, +/-5km); Rizana (SVN, 45.5350,13.9250, +/-25km)",0.0,2.4,A,"excluded: definitional, settlement below the urban-cluster threshold",IU0,,,not applied: definitional (reported as sensitivity),1,low,no,promoted,"The Rizana catchment ('Sliv Rizane / Obmocje Rizane') in Slovenian Istria is a settled cultural landscape, not empty karst: the villages of Rizana (with the hamlets Bizaji, Paluzi, Santini and Tincki), Dekani and Crni Kal all lie in the Rizana valley within the City Municipality of Koper, together with Kubed, Hrastovlje, Gracisce, Movraz and Socerga on the same catchment. The whole 24,428 ha polygon lies well inside 100 km of the Croatian border, so any of these settlements falls in the band; their combined built-up area is far more than 10 ha. No irrigation found - Slovenian Istria's Rizana water is abstracted for the Koper regional water supply.","[T1] Mestna obcina Koper (City Municipality of Koper), official page 'Krajevna skupnost Dekani': 'Krajevna skupnost obsega naselja: Dekani (prostorski okolisi od 0169 do 0175)', area 6.01 km2. https://www.koper.si/obcina/krajevne-skupnosti/krajevna-skupnost-dekani/ | [T2] Rizana, Wikipedia - settlement on the Rizana River, City Municipality of Koper, Slovenian Littoral; includes the hamlets of Bizaji, Paluzi, Santini and Tincki https://en.wikipedia.org/wiki/Ri%C5%BEana | [T2] Crni Kal, Wikipedia - settlement in the City Municipality of Koper, above the Rizana Valley (San Sergio fortress built to control traffic from the Rizana Valley to the Karst plateau) https://en.wikipedia.org/wiki/%C4%8Crni_Kal | [T2] Dekani, Wikipedia - settlement in the City Municipality of Koper, in the Rizana river valley https://en.wikipedia.org/wiki/Dekani","This is the weakest of my three urban contradictions and the authors should treat it as provisional. I could establish that these are permanent settlements in the Rizana valley but, with the WebSearch budget exhausted, I could not retrieve a population figure for any of them from the Slovenian Statistical Office (SURS), which would have made this Tier 1 and straightforward. Contradiction is on the URBAN limb for SVN only, with no groundwater irrigation found, so the ordered rule gives IU1 (the Croatian side of the catchment - the Cicarija/Rakitovec fringe - still has neither), not UB. If the Croatian side also carries urban land the answer would be UB. [T2->T1 promotion: A government body (the City Municipality of Koper) confirms Dekani's official status as an inhabited naselje in the Rizana valley, constituted as a local community of 6.01 km2 spanning seven census enumeration districts; it publishes no population count, so this promotion rests on official settlement status rather than a population figure (SURS settlement-level tables at pxweb.stat.si were unreachable: stat.si returned ROBOTS_DISALLOWED and the PxWeb tables require a POST query).]"
AS128,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,IRQ,SAU,F: random probability sample (second tranche),UB,IRQ has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,yes,,"Farmers in the Safwan-Zubair belt of Basrah governorate, southern Iraq, irrigate crops directly from the Dibdibba sandstone aquifer - the very unit this transboundary aquifer is named for. Al-Sudani (2019), from a field survey of 86 wells, states that although the water is brackish to saline, 'the farmers have been using this water for irrigation and animal purposes depending on soil nature and plants', and attributes the aquifer's high TDS to 'using irrigation water with high salinity continuously and widely to irrigate crops in the area'. The Safwan-Zubair farm belt is a few kilometres to ~30 km inside Iraq from the Kuwait boundary of the same aquifer segment, i.e. hundreds to thousands of hectares of groundwater-irrigated cropland where the input records 0.4 ha within 100 km. The same aquifer's Karbala-Najaf plateau outcrop is separately documented as an irrigation groundwater source.","[T1] Al-Sudani, H.I.Z. (2019). Groundwater system of Dibdibba sandstone aquifer in south of Iraq. Applied Water Science, 9(4), 87. 10.1007/s13201-019-0952-6 | [T1] Al-Madhlom, Q. et al. / Iraqi Journal of Science (2018). Mapping groundwater quality Index for irrigation in the Dibdibba aquifer at Karbala - Najaf plateau, central of Iraq. Iraqi Journal of Science, 59(3C). 10.24996/ijs.2018.59.3c.10 | [T1] Hussain, T.A., Almallah, I., Al Qurnawi, W.S. (2021). Assessment of Dibdibba Groundwater Quality Using the Multivariate Statistical Technique in Zuber area South of Iraq. Iraqi Journal of Science, 62(9), 2995-3008 (attributes groundwater chemistry partly to 'high agricultural lands and farm activities'). 10.24996/ijs.2021.62.9.15","IMPORTANT geometry caveat, invoking second-wave guidance item 1. Safwan-Zubair is close to the IRAQ-KUWAIT boundary, not the Iraq-Saudi one; straight-line distance from Zubair to the nearest point of the Iraq-Saudi border is roughly 180 km. Because this is a three-riparian aquifer (IRQ, KWT, SAU) and the input's within-100 km figures are computed once per aquifer-country segment against that segment's border zone as a whole, gw1_100km = 0.4 ha should have captured the Safwan-Zubair irrigation and does not - so the claim as written is contradicted by an under-detection in the input, even though the irrigation is not within 100 km of the Saudi border specifically. If the authors intend the claim strictly as 'within 100 km of the IRQ-SAU border', this dyad should be read as CONFIRMED on that strict reading and the finding logged as an input-data error instead. Proposed class assumes the correction: IU0/IU1 fail, UB fails (both sides now exceed 10 ha of groundwater-irrigated cropland within 100 km), BL fails (SAU has 0 of 15,398 ha within 10 km; Iraqi irrigation spans roughly 2-30 km from the Kuwait boundary, not >99% within 10 km), leaving DA. Not checked for lack of budget: centre-pivot groundwater schemes in Iraq's Muthanna/Salman desert, which if real would put groundwater-irrigated cropland inside 100 km of the Saudi border directly and would make this contradiction unconditional. | Reclassified to CONFIRMED by the authors: the Dibdibba irrigation the auditor found is ~180 km from the Iraq-Saudi border, outside the 100 km band the claim asserts, so it does not contradict the claim as written. It is recorded on the Iraq-Kuwait dyad, where it does."
AF020,Coastal Sedimentary Basin III,MOZ,TZA,F: random probability sample (second tranche),UB,MOZ has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,no,,"Searched for groundwater-irrigated cropland on the Mozambican (Cabo Delgado - Palma, Mocimboa da Praia, Mueda, Nangade) side of Coastal Sedimentary Basin III and found none. Agriculture in the Rovuma border districts is smallholder rainfed (cassava, maize, sesame, cashew); the limited formal irrigation in northern Mozambique is small surface schemes in river valleys, and groundwater in this coastal basin is developed for rural domestic supply through handpumped boreholes, not for cropland.",[T1] No aquifer-specific irrigation source located; literature searches for Coastal Sedimentary Basin III / Rovuma coastal basin groundwater irrigation returned no matching study.,"Also note that this dyad's border region (Palma/Mocimboa da Praia, Cabo Delgado) has been in armed conflict since 2017 with large-scale displacement, so recent land-use records are thin and any irrigation that once existed is unlikely to have expanded. The claim tested is about cropland only, so the Mozambican urban land (ur1 = 31,277 ha) is not at issue."
AF081,Aquífero sedimentar costeiro do Rio Congo / Aquifère Côtier,AGO,COD,F: random probability sample (second tranche),UB,AGO has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,medium,no,,"Searched for groundwater-irrigated cropland on the Angolan side of the Congo coastal sedimentary aquifer (Zaire province - Soyo, Nzeto - and Cabinda) and found none. Agriculture on the Angolan lower Congo coast is rainfed smallholder cassava, banana and oil palm; groundwater in this coastal basin is abstracted for town and oilfield-camp supply rather than for irrigation.",[T1] No aquifer-specific irrigation source located; literature searches for the Congo coastal sedimentary aquifer (Aquifero sedimentar costeiro do Rio Congo / Aquifere Cotier) returned no groundwater-irrigation study.,"INPUT ANOMALY worth checking (same pattern as S002 in this batch): ur1 = 126,889.3 ha and ur2 = 126,247.3 ha are almost identical to each other and sum to 253,137 ha, and in S002 ur1 + ur2 comes to 97.6% of the polygon area. Near-equal urban totals on two sides of a border, and totals that track polygon geometry rather than settlement, suggest that in some rows the 'urban within 100 km' field may be carrying an area of the segment inside the band rather than built-up area within it. Both values are below area_ha here, so this is not the wave-2 'urban exceeds area' artefact; it is a separate consistency question. It does not affect this verdict, which turns on cropland."
N005,Estevan Valley Aquifer System,CAN,USA,F: random probability sample (second tranche),IU1,"USA has >1 ha of neither groundwater-irrigated cropland nor urban-cluster land within 100 km of the shared border, over this aquifer.",CONTRADICTED_T1,UB,yes,undecidable at this coordinate precision,"accepted under the coordinate-uncertainty buffer (2.6 km outside, tolerance 1 km + 2 km)",USA,"Portal (USA, 48.9986,-102.5486, +/-1km); Crosby (USA, 48.9133,-103.2944, +/-1km)",2.6,1.1,A,"excluded: definitional, settlement below the urban-cluster threshold",DA,,,not applied: definitional (reported as sensitivity),1,medium,yes,,"The US portion of the Estevan Valley Aquifer System (total mapped area ~9,217 km2, straddling SE Saskatchewan and NW North Dakota) contains several incorporated municipalities within 100 km of the border, including Portal, ND (pop. 125, municipal land area 1.73 km2 = 173 ha, sited directly on the international boundary opposite North Portal, SK), Crosby, ND (pop. 1,065, 3.55 km2 = 355 ha, ~15 km from the border) and Bowbells/Columbus/Noonan in Burke and Divide counties, whose northern boundary 'abuts the south boundary line of Saskatchewan'. Built-up land on the US side therefore far exceeds the 10 ha urban threshold, contradicting the 'neither' limb of the claim. No groundwater-irrigated cropland was established on the US side.","[T1] U.S. Census Bureau, 2020 Decennial Census and Gazetteer figures for Portal city and Crosby city, North Dakota (population and land area), as reported in the Wikipedia articles consulted. https://en.wikipedia.org/wiki/Portal,_North_Dakota | [T1] U.S. Census Bureau, 2020 Decennial Census, Crosby city, Divide County, North Dakota. https://en.wikipedia.org/wiki/Crosby,_North_Dakota | [T1] van der Kamp, G. & Maathuis, H. (2012). The Unusual and Large Drawdown Response of Buried-Valley Aquifers to Pumping. Ground Water 50(2), 207-215 - case study of the Estevan Valley Aquifer, southern Saskatchewan. 10.1111/j.1745-6584.2011.00833.x | [T2] Wikipedia, Burke County, North Dakota (county's north boundary abuts Saskatchewan). https://en.wikipedia.org/wiki/Burke_County,_North_Dakota","Contradiction is on the urban limb only; I found no evidence of groundwater-irrigated cropland on the US side, so applying the ordered rule to corrected numbers gives UB (Canada already has 18,880 ha urban and 0 ha groundwater-irrigated cropland; the US side now also has urban land and <10 ha of groundwater-irrigated cropland), not DA. Residual uncertainty: I could not retrieve a map of the exact US polygon boundary, so I cannot prove a specific town falls inside it; however, at 921,732 ha the polygon is large enough that a US portion within 100 km of the border containing zero hectares of built-up land is implausible. IMPORTANT PROCESS CAVEAT (applies to every dyad in this batch): this session's WebSearch budget was fully consumed before my batch started and all general search engines are blocked by robots.txt for WebFetch, so I could only fetch specific guessable URLs and use the Scite literature index. Search depth is therefore below protocol norms and record_exists is a lower bound throughout."
S003,La Guajira,COL,VEN,F: random probability sample (second tranche),UB,COL has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,low,no,,Agriculture in Colombian La Guajira is concentrated in the southern Ranchería/Cesar valley and is supplied from surface water (the Ranchería river and the El Cercado reservoir); the northern and central peninsula within 100 km of the Venezuelan border is arid (Riohacha receives 546 mm/yr) with negligible cropland of any kind. No source found describing >10 ha of groundwater-irrigated cropland on the Colombian side of this aquifer within 100 km of the Venezuelan border.,"[T2] Wikipedia, La Guajira Department - agriculture, Rancheria river as the principal water source, and rainfall at Riohacha. https://en.wikipedia.org/wiki/La_Guajira_Department","This is a UB dyad, so the claim concerns cropland only and urban evidence cannot contradict it; both sides do carry substantial urban land in the inputs (Maicao, Riohacha, Uribia on the Colombian side; Paraguaipoa/Sinamaica on the Venezuelan side), consistent with UB. Near-miss to watch: Wayuu communities across the peninsula rely on wells and windmill-pumped groundwater, but for domestic and livestock use rather than cropland irrigation, which does not contradict a cropland claim. I could not retrieve an aquifer-specific (La Guajira/Guajira-Zulia) hydrogeological source under the search constraints described in the N005 note, hence record_exists=false and low confidence; this dyad would repay a proper search of SGC/INGEOMINAS and MINAMB Venezuela material."
AS101,Balj River Basin,MNG,RUS,F: random probability sample (second tranche),IU0,"Neither MNG nor RUS has >1 ha of groundwater-irrigated cropland or >1 ha of urban-cluster land within 100 km of the shared border, over this aquifer.",INSUFFICIENT,,no,,,,,,,,,,,,,,low,no,,"No source describing the Balj (Baldzha) River Basin aquifer or its groundwater use could be retrieved. The basin lies in the Onon headwaters on the Khentii/Dornod (Mongolia) - Kyra district, Zabaykalsky Krai (Russia) frontier, a cold-steppe/taiga region with essentially no irrigated agriculture of any kind on either side.","[T2] Wikipedia, Bayan-Uul, Dornod (sum of Dornod Province, 2009 census population 4,451) - consulted as the nearest documented settlement in the region. https://en.wikipedia.org/wiki/Bayan-Uul,_Dornod","The irrigation limb of the IU0 claim is almost certainly correct - there is no groundwater irrigation in the Onon headwaters. The urban limb is the one I could not settle and is the one wave 2 found is usually wrong: Mongolian soum centres (Dadal and Norovlin in Khentii, Bayan-Uul in Dornod - the last has 4,451 residents at the 2009 census) and Russian settlements in Kyra district (Kyra, Verkhny Ulkhun, Mangut) all sit in this border belt, and any soum centre of one to four thousand people covers far more than 10 ha of built-up land. I could not establish which, if any, fall inside the 944,562 ha Balj polygon, so I have not recorded a contradiction. If a settlement can be placed on the polygon, the class becomes IU1 if only one side has urban land (matching clsF) or UB if both do. See the process caveat in the N005 note."
AS043,Karatag / North-Surhandarya Aquifer,TJK,UZB,F: random probability sample (second tranche),DA,"Both TJK and UZB have groundwater-irrigated cropland over this aquifer, and neither side is >99% concentrated within 10 km of the border.",CONFIRMED,,no,,,,,,,,,,,,,,medium,no,,"Nothing found contradicts the claim. The Karatag/North-Surkhandarya aquifer underlies the Tursunzoda-Shahrinav piedmont in Tajikistan and the Sariosiyo-Denov piedmont of Surkhandarya in Uzbekistan, both intensively irrigated piedmont plains where well and kariz abstraction supplements canal supply; the reported split (Tajikistan 1,087 ha of groundwater-irrigated cropland with 44% inside 10 km of the border; Uzbekistan 3,797 ha with 18% inside 10 km) is consistent with distributed piedmont irrigation on both sides.",,"This is a DA claim asserting presence of groundwater irrigation on both sides plus absence of >99% concentration within 10 km - the easiest kind of claim to satisfy and the hardest to contradict, since contradicting it would require showing that one side has essentially no groundwater irrigation or that its irrigation is a border-hugging strip. Neither is plausible here: both riparian provinces carry tens of thousands of hectares of total irrigated land (ir1 19,782 ha, ir2 59,366 ha) spread across the piedmont fans, not along the frontier. record_exists=false only because I could not retrieve an aquifer-specific source under the search constraints described in the N005 note; the region is in fact well documented (Surkhandarya basin and Hisor valley hydrogeology) and a normal search would almost certainly return Tier 1 material."
EB028,Trebi?njica,BIH,HRV,F: random probability sample (second tranche),UB,HRV has <1 ha of groundwater-irrigated cropland within 100 km of the shared border over this aquifer (it does have urban-cluster land).,CONFIRMED,,no,,,,,,,,,,,,,,low,yes,,"The Croatian part of the Trebisnjica karst system is the Dubrovnik littoral, where the system re-emerges at the Ombla spring; the documented Croatian uses are hydropower (two 16 km tunnels delivering water to plants near Cavtat since 1965) and public water supply from Ombla, not well-field irrigation. No source found showing >10 ha of well-abstracted groundwater-irrigated cropland on the Croatian side within 100 km of the BiH border.","[T2] Wikipedia, Trebisnjica - karst aquifer zones near Bileca, Popovo polje, Ombla spring, and the 1965 water-transfer tunnels to Croatian facilities near Cavtat. https://en.wikipedia.org/wiki/Trebi%C5%A1njica | [T2] Wikipedia, Konavle - the Konavle field, its Roman-era canal irrigation from the spring at Vodovadja, and 2021 population of about 20,000 across 32 settlements. https://en.wikipedia.org/wiki/Konavle","Genuine near-miss worth flagging: the Konavle field southeast of Dubrovnik (a few hundred hectares of irrigated horticulture, roughly 30-45 km from the BiH border and within the Trebisnjica/Ombla karst catchment) is irrigated from karst springs - the historic Vodovadja canal and the modern Ljuta-spring scheme. Karst-spring abstraction is groundwater discharge captured at the surface, so whether it counts as 'groundwater irrigation' is a definitional choice made by the input layer, not a factual dispute. The Croatian figure in the batch, gw2 = 5.6 ha, sits just below the 10 ha threshold, so a slightly different treatment of spring-fed irrigation would flip this dyad from UB to DA or BL. Search constraints as described in the N005 note."
EB077,Orvilos-Agistros / Gotze Delchev aquifer,BGR,GRC,F: random probability sample (second tranche),IU0,"Neither BGR nor GRC has >1 ha of groundwater-irrigated cropland or >1 ha of urban-cluster land within 100 km of the shared border, over this aquifer.",CONTRADICTED_T1,IU1,yes,undecidable at this coordinate precision,"accepted under the coordinate-uncertainty buffer (1.9 km outside, tolerance 1 km + 2 km)",BGR/GRC,"Gotse Delchev (BGR, 41.5675,23.7286, +/-1km)",1.9,15.5,B,applied: settlement above the threshold yet recorded zero over the whole polygon,BL,BL,class only (classF unchanged: absorbed by the future projection),audit_t1 + audit_t12,1,medium,no,,"The town of Gotse Delchev, Bulgaria - which gives this aquifer its Bulgarian name - had 18,237 inhabitants at the 2021 census and sits in the Gotse Delchev hollow in the Mesta valley, roughly 20 km north of the Greek border, i.e. well inside the 100 km band. Its built-up area is on the order of several hundred hectares, against a recorded ur1 of 0.0 ha. No groundwater-irrigated cropland was established on either side.","[T1] Bulgarian National Statistical Institute, Census 2021, town of Gotse Delchev (18,237 inhabitants), as reported in the Wikipedia article consulted; the article also gives the town's setting in the Gotse Delchev hollow between Pirin, the Rhodopes and Alibotush (Slavyanka/Orvilos). https://en.wikipedia.org/wiki/Gotse_Delchev_(town) | [T1] Hellenic Statistical Authority, Census 2021, Kato Nevrokopi (municipality 5,323; town 1,855), Drama regional unit - consulted for the Greek side. https://en.wikipedia.org/wiki/Kato_Nevrokopi","Contradiction is on the urban limb for Bulgaria alone. Applying the ordered rule to corrected numbers: IU0 fails (Bulgaria has >10 ha urban); IU1 holds because Greece still has neither >10 ha of groundwater-irrigated cropland nor >10 ha of urban land on this polygon on the evidence I could verify. Hence proposed_class = IU1, NOT UB. Caveat that would change the answer: the Greek side of the Orvilos massif carries small permanent villages (Agistro, Achladochori, Kato Vrontou in Serres/Drama, each a few hundred residents and therefore comfortably over 10 ha of built-up land); if any of them falls inside the mapped polygon, both sides have urban land and the class becomes UB. I could not fetch pages for those villages (the Agistro article is not retrievable). Note also that Kato Nevrokopi's well-known potato plain, which is groundwater-irrigated, lies about 25 km east of Mt Orvilos and most likely belongs to the separate Nevrokopi basin groundwater body rather than the Orvilos-Agistros karst - I did not treat it as a contradiction. Residual uncertainty on the Bulgarian finding is whether the town centre falls inside the 52,994 ha polygon; the aquifer being named for it is strong but indirect evidence. Search constraints as described in the N005 note."
